"patent_id","名称","申请号","摘要"
"11645073","养殖鱼的投饵方法及投饵系统","CN201080015024.4","一种养殖鱼的投饵方法，利用根据所提供的投饵时间表进行投饵的自动投饵机(20)、以及检测养殖鱼摄饵要求的摄食传感器(22)，其特征在于，根据摄食传感器(22)的检测结果，对自动投饵机(20)的投饵进行调整。"
"11645524","运送袋结构","CN201110335379.8","本发明公开了一种运送袋结构，包含：袋体，包含开口及容置空间；及通道管，位于开口而连通容置空间与外部空间，通道管包含第一端与第二端，第一端露出于袋体而位于外部空间，第二端位于容置空间内，于气体与流体经由通道管流入容置空间即袋体而形成气体层与流体层，通道管穿过气体层并使第二端没入流体层，由于各该层别有各该不同压力，使通道管分段受压而闭合，以使气体层的气体无法经由通道管逆流出容置空间，也使液体层的液体，因此重大无法反流通道管在气体层产生的压力闭合，故使液体、气体皆无法反流，形成运送中不流失空气及液体，达到确保运送安全简易的目的。"
"11646022","一种雪花肉牛的育肥方法及精料补充料","CN201210137480.7","本发明公开了一种雪花肉牛的育肥方法。在肉牛为25月龄到屠宰期，是雪花牛肉的修饰期，在提供给肉牛的饲料中，精料补充料包含大麦65％、粗蛋白12％、钙0.6％、磷0.4％、小苏打0.6％、维生素A2500IU／kg、维生素C100mg／kg，提供给肉牛的上述精料补充料由肉牛自由采食，而作为粗饲料的干稻草日头均1kg，利用该育肥方法，通过调整饲料配比来改变牛肉水分及脂肪颜色，从而形成雪花纹。本发明还公开了在育肥过程中采用的精料补充料。"
"11647222","一种三元猪的繁育方法","CN201110160388.8","<b>一种三元猪的繁育方法属于养殖脊椎动物技术领域，尤其涉及一种三元猪的繁育方法。本发明提供一种抗寒冷、抗病强、瘦肉率高、繁殖力强、生长速度快的三元猪的繁育方法。本发明包括以下步骤：（1）以黑龙江大架子黑猪作为母本，以大兴安岭山脉野猪作为父本进行第一次人工杂交产生二代母猪；（2）二代母猪与美系杜洛克公猪进行第二次人工杂交产生三代猪。</b>"
"11648015","中华鳖孵化性别控制方法","CN201210332425.3","本发明公开了一种鳖的选育方法，具体是涉及一种中华鳖孵化的性别控制方法。本发明仅从孵化外部环境对鳖卵孵化进行控制，无添加任何激素类药物，既有利于中华鳖的良种繁育，又能保证中华鳖的高营养价值不被破坏。通过合理的控制条件，保证了中华鳖品种的优质延续，繁育的稚鳖培育以及养殖时间明显短于野生养殖，但营养价值与野生中华鳖相差无几。由于孵化控制方法仅针对孵化环境的温度及湿度改变，只需通过少许设备的投入，即可获得巨大的经济效益，制得中华鳖养殖行业的大力推广。本发明独创式改进了孵化性别的控制方法，对中华鳖的生物学养殖起到革命性的开创意义，对于其他龟鳖品种的繁育，具有重要的参考价值。"
"11648210","水族过滤器","CN201210493543.2","本发明公开了一种水族过滤器，其包括沉淀盒、过滤棉、滤材座、气泡石及滤筒，沉淀盒上开设有穿孔，沉淀盒内部卡持有隔板，隔板上开设有若干网孔；过滤棉置于沉淀盒内并安置在隔板上，滤材座卡持于过滤棉内，滤材座内部围设形成导气筒，气泡石收容于导气筒内；滤筒与沉淀盒外侧卡持连接并罩附于过滤棉外侧，滤筒内侧壁与沉淀盒外侧壁之间存有间隙，滤筒上设置有与导气筒连通的导气柱。本发明通过设置沉淀盒将过滤棉内的沉淀物进行收集，防止沉淀物在水中荡出造成二次污染；并利用滤筒内侧壁与沉淀盒外侧壁之间的间隙进行水流速度控制，通过减小过滤棉与水的接触面增加水流速度，进而高效过滤水体杂质，循环流动水体，同时便于清洗拆换，美观实用。"
"11648432","带气垫层的可控养殖发酵床的建立方法及其发酵床","CN201210267750.6","本发明属于畜禽养殖技术及设施、设备领域，具体涉及一种带气垫层的可控养殖发酵床的建立方法及其发酵床，其特点是在发酵垫层（1）下部设置一个全面积气垫层或在牲畜集中排泄区域设置部分区域气垫层，气垫层内保持空气自然流通或者配置机械送风系统，气垫层从下至上依次由防渗地坪层（6）、架空层（5）、网层（4）、级配材料层（3）构成，架空层（5）底部设置有通风管（7），或从下至上依次由防渗地坪层（6）和级配材料层（3）构成，级配材料层（3）底部设置有水平开孔通风管（18），通风管（7）和开孔通风管（18）与机械送风系统的风机（10）连接，本发明可全方位控制畜禽养殖发酵床中微生物粪污消解气氛，使发酵床能处于合适的好氧和兼氧状态，强化发酵床对养殖条件、养殖负荷的适应性，优化发酵床的工作状态，延长发酵床使用寿命。"
"11649702","恒温饮水器及其使用方法","CN201310107426.2","一种恒温饮水器，包括饮水管(1)、饮水嘴(2)、加热器(7)和罐体(17)，其特征在于：所述的罐体(17)的顶部设有塔盖(10)，在塔盖(10)的内部设有加药装置，所述的罐体(17)上设有进水管(9)，进水管(9)的后部连接多个过滤柱(8)，各个过滤柱(8)之间通过水管串联在一起再与入水口(11)相连，在恒温饮水器入水处进水管(9)设有水软化器(31)。以解决规模化饲养时，不易通过饮水器直接给牲畜投药和提供直接饮用的温水的问题。"
"11649773","一种扩繁烟蚜茧蜂的方法","CN201310117138.5","本发明公开了一种扩繁烟蚜茧蜂的方法。本发明所提供的扩繁烟蚜茧蜂的方法，包括如下步骤：向带有烟蚜的油菜幼苗接种待产卵的烟蚜茧蜂雌蜂，进行出蜂培养，收集烟蚜茧蜂，实现扩繁。本发明以烟蚜作为繁蜂寄主，围绕最佳接蜂比例、接种时机、烟蚜茧蜂收集等技术环节，经过反复探索与改进，形成了高效、经济、简便的寄生蜂扩繁技术，可快速大量扩繁烟蚜茧蜂，达到对害虫生物防止的目的。"
"11650702","一种鳙鱼的咸化瘦身养殖方法","CN201310174546.4","本发明涉及大宗淡水鱼的养殖技术领域，提供了一种鳙鱼的咸化瘦身养殖方法。本发明将经过挑选的鳙鱼再经过池塘休养和咸化养殖，让鳙鱼利用流水使鱼在游动中排出体内毒素，消除多余脂肪；成功“瘦身”的鳙鱼再采用适当的盐度咸化养殖，收获的鳙鱼肉质鲜美，经济价值最高，养殖得到的鳙鱼体色光鲜，体质强健，无泥味，少脂肪、少药残、口感好、质量佳。"
"11651078","一种桂花鱼池塘生态高产稳产方法","CN201310237006.6","一种桂花鱼池塘生态高产稳产方法，包括池塘建造：池塘要求沙质底，淤泥15cm左右，水深?1.5m以上，排灌方便，水质良好，无污水流入；环境要求：人工养殖应用中的最适生长水温为25-29℃，选择亲鱼：在冬春季节，从养殖池塘中捕捞体质健壮、体表无伤的亲鱼放入温室的池中养殖，供人工繁殖之用，亲鱼的培育亲鱼放入温室的池中，日常养殖管理：养殖期间,每天需投饲4次,?投饲量按鱼体重25%-50%计算,以投饲到无争食现象为度,视天气情况活掌握。"
"11651147","一种夏鲆冻精与牙鲆种间杂交人工授精的方法","CN201310212970.3","本发明属海洋生物技术领域，具体的说是一种牙鲆卵子与冷冻保存的夏鲆精子的种间杂交人工授精的方法。将长期超低温冷冻保存的夏鲆精子经二步水浴解，溶解后夏鲆冻精中加入其3倍体积的稀释液，混合后离心5min，然后去掉上清液，获得与稀释前同样体积的冻精悬液，冻精与自然海水按体积比为1:40的比例混匀进行激活，激活后注入牙鲆卵子中，轻轻混匀，使牙鲆卵子与夏鲆冻精充分接触，静置5-10min，洗卵获得受精卵进行孵化。本发明建立了夏鲆精子冷冻保存技术及牙鲆卵子种间杂交人工授精方法，克服了夏鲆与牙鲆亲鱼发育不同步的困难，为海水鱼类杂交育种提供了新方法和新思路。"
"11651266","一种用于灯光罩网渔船使用的浮力罩网","CN201310282555.5","本发明涉及一种属于海洋捕捞设备。为克服目前照明罩网渔船在生产作业时所存在的安全隐患，本发明提供一种用于灯光罩网渔船使用的浮力罩网，该浮力罩网包括一撑开气囊及一罩网，其中所述的撑开气囊圆形环状；所述的罩网为一圆柱形带有网盖的网具，在网盖上设有一长筒状网囊，网囊与圆形网盖内部贯通，在圆柱网面上均布若干垂直的网筋，网筋上自上而下均匀固定若干个网筋环；网具的底部固定若干网坠及收口环，网具底口绳依次穿过每个收口环；撑开气囊与罩网通过罩网收放绳实现连接。该浮力罩网结构新颖合理、生产操作方便，不但提高了捕鱼效率，同时使渔船的整体安全性能得到极大提高。"
"11651329","一种麻竖毛天牛室外人工饲养的方法","CN201310329431.8","本发明涉及一种麻竖毛天牛室外人工饲养的方法，其通过特殊的网篷制作工艺、苘麻种植技术、麻竖毛天牛成虫投放时期、麻竖毛天牛老熟幼虫的采集与存放等关键技术的组合，提高了麻竖毛天牛的人工养殖存活率，实现了麻竖毛天牛的人工大规模饲养。"
"11651368","一种鱼类灌胃给药装置及给药方法","CN201310291527.X","本发明公开了一种鱼类灌胃给药装置及给药方法。应用本发明鱼类灌胃给药装置进行鱼类给药，不会对鱼类造成损伤，且对操作者的安全保护措施较好。该给药方法操作简便、误差小、适用性广泛、保证鱼类给药充分。该方法能很好地满足科学研究以及名贵鱼类养殖过程中小型实验鱼或者名贵观赏鱼等的特殊给药需求。"
"11651466","一种禽类孵化蛋车","CN201310376755.7","本发明公开了一种禽类孵化蛋车，包括框架体和设置于该框架体下方的车轮，所述拨杆和传动板安装在沿下支架宽度方向的两端；所述下部传动轴设置在与所述转动轴位置相对的横杆之间；所述托盘组件的下部安装在所述下部传动轴上，所述传动板通过连杆与所述下部传动轴相接。本发明简化了蛋车的制造及装配工艺，在蛋车内部增加了一组并行的托盘组件，并利用翻转机构对两组托盘组件同时反向进行翻转，保证了放置在托盘组件上的托盘翻转角度的实时对称性，从而使放置于托盘内的禽蛋相对孵化设备内部气流能够均匀孵化，进而提高了禽蛋的孵化率。"
"11651467","一种肉乳兼用绵羊新品系培育方法","CN201310386663.7","本发明主要涉及一种肉乳兼用绵羊新品系培育方法，以小尾寒羊为母本，以东弗里生羊为父本进行级进杂交，经优选组合和横交固定，培育成肉乳兼用绵羊新品系，本发明培育得到肉乳兼用绵羊新品系繁殖性能强，产奶性能好，产羔率210%以上，肉用体型较小尾寒羊好，产肉性能好，饲料报酬高，3月龄断奶母羔平均体重即可达到30kg，周岁母羊体重为50kg，成年母羊为60kg。新品系与小尾寒羊相比改善了肉用体型、提高了产奶性能，与东弗里生羊相比提高了繁殖性能，增强了适应性，适宜发展生产，且养羊的经济效益得到明显提高。"
"11651566","扎带型电子标识","CN201210162920.4","本发明为一种扎带型电子标签，包括：本体，其上形成有供RFID电子标识放置的容置腔，和穿透所述本体的锁扣孔。从本体一端朝远离本体方向延伸的延伸部，延伸部能相对所述本体弹性变形。从延伸部朝远离本体方向延伸的连接部，连接部能相对延伸部弹性变形。延伸部和连接部之间形成向内侧凸出的弹性圆弧部。从连接部朝远离本体方向延伸的锁扣部，锁扣部能相对所述连接部弹性变形。在锁扣状态下，锁扣部从所述锁扣孔上相对于所述延伸部的一端穿入锁扣孔，不可逆地固定在所述锁扣孔中，使得所述电子标签构成环形。弹性圆弧部呈向内凹入的凹口，所述凹口在受到自内向外的力作用下能向外扩张。"
"11651760","具有可变耐用性成分的动物嚼咬物","CN201280008735.8","本申请公开了一种用于动物的动物嚼咬物，其包括：主体，所述主体具有第一外部形状并包括耐用性相对较差的第一成分，所述形状包括至少部分地延伸通过主体的开口；保持件，其具有第二形状并包括第二材料，所述第二材料包括相对更耐用的聚合物，第二形状包括在形状上与所述主体的所述开口互补的杆部分以便提供过盈配合。所述保持件的相对更耐用成分的特征在于具有各种特征中的一个或多个，所述特征为相对于动物嚼咬行为的更耐用成分。"
"11651875","槽式种禽自动喂料设备","CN201310421440.X","本发明公开一种畜禽饲养设备，具体的说，涉及一种便于料量调节的槽式种禽自动喂料设备，主要由饲料输送装置、多个料量调节装置、料量调节控制装置和喂料槽组成，饲料输送装置的两端固定于喂料槽的两侧板；料量调节装置包括位于输料管外部的料量调节管、料量调节管管壁上的数个向喂料槽排料的料量调节孔和驱动料量调节管沿输料管左右移动的传动装置；料量调节控制装置设有控制料量调节装置运作的PLC控制器和监测料量调节装置的开合度和开合时间的料量控制传感器。本发明的优点是有效地节省人力、物力和饲料，提高养殖业的经济效益，喂料精确，自动化程度高，饲养员可同时操控数台喂料设备，以便更好的适应农村种禽养殖的需要。"
"11651876","黄鳝的无公害养殖方法","CN201310426188.1","黄鳝的养殖方法属于动物养殖领域，尤其是涉及一种黄鳝的养殖方法。本发明提供一种黄鳝成活率高、生长速度快且黄鳝品质高的一种黄鳝的养殖方法。黄鳝的养殖方法，包括以下步骤：选择水质良好无污染、环境安静的池塘；对池塘进行人工整理，清除多余淤泥，留20cm深的淤泥；用生石灰对池塘进行彻底消毒，消毒过后彻底换一次水，在池塘内种植水草；在池塘内投放蚯蚓，经20天左右，蚯蚓大量繁殖；将黄鳝幼苗放入池塘中；养殖黄鳝过程中，根据池塘内蚯蚓量投放饵料，蚯蚓充足则不需投饵料，如蚯蚓不够则根据情况每天投放1～3次饵料，饵料主要为小鱼、蝇蛆、黄粉虫等；养殖一年半以后，通过捕鱼笼将黄鳝捕捞上市。"
"11651954","增殖放流苗种运输途中成活率的模拟测试方法","CN201310413615.2","本发明涉及增殖放流苗种运输途中成活率的模拟测试方法，包括水温调节装置，利用水温调节装置把育苗池、运输桶和养殖池的海水水温调至增殖放流运输途中实际育苗池、运输车和增殖放流水域的对应水温，把苗种按设定的时间依次放入育苗池、运输桶和养殖池中暂养，之后统计苗种的成活率。本发明通过水温调节装置将育苗池、运输桶和养殖池的水温调节至增殖放流运输途中的对应温度，以满足增殖放流运输途中苗种处于不同生态环境中的模拟，从而在实验条件下测试其成活率。本发明可应用于水产养殖中的增殖放流。"
"11651999","对家禽养殖光照强度自主选择特性的监测装置","CN201310299733.5","本发明公开了一种对家禽养殖光照强度自主选择特性的监测装置。将家禽放入长方体的实验框架中进行喂养，实验框架四周侧面均覆盖有不透光的荧光布，实验框架内悬挂有不透光的遮荫布，分成亮区和暗区；在亮区内设有光源，光强沿光源正下方对应的平面光场中心点向外逐步递减，亮区的地面分成三个光强区，每个光强区内均放置喂食器和喂水器，框架入口在实验框架上与光源同侧；摄像机安装在实验框架上，光源与控制器连接，摄像机与硬盘录像机连接，硬盘录像机与显示屏连接。本发明根据家禽自身喜好来选择需要的光强，在研究周期及对象方面具有较强灵活性，有助于了解家禽在光强方面的需求规律，可作为规模化应用光源布置的依据。"
"11652000","一种集成循环水处理工艺的环道式鱼池养殖系统","CN201310479971.4","本发明涉及一种集成循环水处理工艺的环道式鱼池养殖系统，包括呈环形跑道状的鱼池，及设于其内环中的污水处理系统；污水处理系统包括竖流式固液分离器（1），鱼池底部设有与水流方向垂直的排污槽（5），并与所述竖流式固液分离器（1）的进口连通；竖流式固液分离器（1）出口与微滤机（2）连通，微滤机（2）的出水采用水泵（3）和提水管（4）提水，并注入生物滤池（6），生物滤池（6）与曝气增氧池（7）通过隔板隔开，并通过隔板下部的通孔连通，曝气增氧池（8）侧壁上设置落水管（7），所述落水管（7）与鱼池连通，落水管（7）底部出水方向与鱼池的水流方向同向；污水处理系统设有两套，在环形鱼池的内环中呈中心对称均匀布置。"
"11652001","一种荔枝蒂蛀虫的饲养方法","CN201310480875.1","本发明涉及昆虫饲养技术领域，具体公开了一种荔枝蒂蛀虫的饲养方法。所述方法包括成蛾饲养和幼虫饲养。所述方法综合考虑了限制蒂蛀虫虫体成活率的多种因素，如温度、湿度、饲料、光周期和产卵介质等以及他们之间的互作对蒂蛀虫虫体成活率的影响，研究出针对荔枝蒂蛀虫培养周期特点的饲养方法。该法能够提高饲养蒂蛀虫的成活率，降低饲料的用量，节本增效，饲养效率高。"
"11652002","一种蚕种催青、保种智能测控系统","CN201310255509.6","本发明公开了一种蚕种催青、保种智能测控系统，设计一个主测控系统（7），由单片微型计算机及其通讯接口组成，通讯接口连接有一个通讯网（14），所述网与一组温度、湿度传感器的变送器（15）相接，还与智能控制器模块（19），及空调控制模块（28）相接，智能控制器模块还与一组执行装置相接，所述执行装置由布置在催青室内的加热装置，补湿机、匀风、换气风扇，感光灯组成。本发明提高了孵化率，由于胚子发育环境好，孵化整齐，蚁体强健，为养蚕高产奠定了基础。蚕种催青、保种智能测控系统催青较传统的催青法单产高2～4公斤。"
"11652051","林蛙立体养殖方法","CN201310493781.8","林蛙立体养殖技术，包括一种林蛙养殖的生态系统，一种林蛙防逃脱方法，林蛙养殖防害方法，提高林蛙成活率、出油率的喂养方法；所述的一种林蛙养殖的生态系统中使用的设施包括：蛙舍和葡萄架；所述的一种林蛙防逃脱方法中的墙是用石块或砖垒砌而成，其形状呈T型，墙顶部用倒U型合金铝板罩住；所述的林蛙防害方法包括蛇、鼠、猫的防害方法和鸟类的防害方法；所述的提高林蛙成活率、出油率的喂养方法，通过以下步骤实现：1、蝌蚪孵出后，首先吃包卵的卵膜，卵膜吃7～10天，吃完后再开始吃饵料；2、待幼蛙的尾巴完全吸收后，开始投喂0.6～0.8厘米的小黄粉虫；3、10～15天后，改为喂养1～1.2厘米的黄粉虫；4、3个月后，改为喂养1.5～2厘米的黄粉虫。"
"11652198","一种延绳钓支线的整理装置","CN201310567089.5","一种延绳钓支线的整理装置，包括轴线平行、立式布置的螺旋排线柱轮和绕线锥轮，两者通过减速链轮组连接、通过电机驱动，所述绕线锥轮是由多根与锥轮锥面平行，相互间有间距，根部固定在轮盘上的弹性锥爪构成；螺旋排线柱轮具有带芯棒和不带芯棒两种结构。本装置通过电机驱动的弹性螺旋柱实现支线在绕线锥轮轴向上的移动，形成由下至上的线圈，无需人工手辅助，大大节省了人工；弹性螺旋柱由下至上排线均匀，线圈绕卷整齐，不易缠绕打结；结构简单可靠，利于维护和保养，适合远洋海上作业。"
"11652290","一种采用缓释纳米材料降低刺参病虫害发生的养殖方法","CN201310549171.5","一种采用缓释纳米材料降低刺参病虫害发生的养殖方法，包括养参池塘及附着基的建造:据刺参生物学的习性要求，结合实际情况建造适宜刺参生长的池塘，刺参苗种的投放：一般情况下，投放600头/kg以上的大苗10头/m<sup>2</sup>~20头/m<sup>2</sup>为宜，规格越大，单位面积投放的量减少；投喂饲料配方为：动物蛋白酶解物干粉20-25份、肉骨粉15-20份、大豆粕20-22份、金银花4-6份、神曲2-3份、当归3-5份、大豆卵磷脂2-3份、褐藻胶寡糖1-2份、维生素Ｃ1-2份、螺旋藻1-2份、啤酒花2-3份、茶皂素3-5份、蛇床子2-3份、芜荑3-4份、土荆皮1-2份刺参苗种的管理：冬季来临适时增加池水深度，一定要注意溶氧和底质的变化，海草的防控：春天池水水温回升时，首先进行肥水降低水的透明度，控制海草的繁殖。"
"11652291","一种提升断奶仔猪增重的方法","CN201310508694.5","本发明公开了一种提升断奶仔猪增重的方法，所述提升断奶仔猪增重的方法包括在断奶后对仔猪进行多阶段给饲法、二阶段保温法和干湿二槽法的综合使用。本发明能够减少断奶仔猪冷应激，降低腹泻率；减少小肠绒毛萎缩，减少弱仔率；提高仔猪存活率；明显提升断奶后仔猪增重。"
"11652400","甲鱼的养殖方法","CN201310479488.6","本发明公开了一种甲鱼的养殖方法，包括以下步骤：（1）?池塘的建立，（2）水质的要求，（3）稚鳖的选择，（4）养殖密度，（5）甲鱼的喂食，（6）甲鱼的生长，（7）甲鱼冬眠，（8）甲鱼繁殖，（9）甲鱼捕捉，（10）甲鱼蛋的孵化，此室外养殖的方式，成本低，此喂养方式养出的甲鱼产量高抗病能力强。"
"11652401","一种树鼩行为学评价方法","CN201310644407.3","本发明是一种树鼩行为学评价方法。该方法是由利用食物隐藏盒隐藏树鼩食物的方法、实验用树鼩的选择与训练方法、学习记忆的评分方法组成。利用树鼩视觉发达的特点，将树鼩的食物隐藏于食物盒内，通过颜色标记，并且经过训练，整个实验在无刺激影响因素的情况下进行，通过实验前后多天的平均分进行树鼩行为变化的比较。本发明的方法能获取更为科学、全面和客观的评价结果。本发明使用材料低廉，制作简单；操作方便，评价方法科学。"
"11652493","具有杀菌渗透投食清洗的鱼缸控制系统","CN201310633323.X","本发明涉及一种具有杀菌渗透投食清洗的鱼缸控制系统，属于鱼缸废水利用技术领域。包括鱼缸、杀菌过滤器、控制芯片、饲料放置盒、渗透室、清洗器以及静置室；所述杀菌过滤器设置有粗过滤层、细过滤层、吸附层以及杀菌室，所述杀菌室的底部内侧设置有搅拌器，所述杀菌室的外侧分别设置有紫外线发生器、明矾放置盒以及臭氧发生器；所述控制芯片连接有排污管电磁阀门、搅拌器、紫外线电磁开关、臭氧电磁开关、明矾放置电磁开关、饲料放出电磁开关、回旋电机、第一水泵以及第二水泵。本发明不仅能够对废水进行过滤杀菌消毒、能够自动控制水循环、能够自动清洗，从而达到循环用水、自动投料、提高水中含氧量的目的，而且其杀菌速度快、杀菌效果好，水质含盐量稳定，同时使用方便。"
"11652494","一种鹈鹕人工孵化和人工育雏方法","CN201310618392.3","本发明公开了一种鹈鹕人工孵化与人工育雏方法，通过控制鹈鹕卵的孵化温湿度、鹈鹕幼鸟生长环境的温湿度，在鹈鹕幼雏的饲料配方中添加益生菌、消化酶、维生素及微量元素等的措施，使受精卵的孵化率达90%，死胚、发育畸形的比例降至5%以下，幼鸟60日龄内的成活率80%以上，饲料保证了幼鸟营养需要和易于消化吸收，初生雏鸟的0-20日龄的存活率达85%。"
"11652744","鸭排毒养殖方法","CN201410013416.7","鸭排毒养殖方法：将鸭置于一棚架上，在棚架上放一水盘，小分子团水24小时不间断地流入水盘，供鸭饮食和洗澡，经鸭饮用的小分子团水迅速进入到鸭体内的机体中、细胞中、结合有氨基脲的蛋白质中，络合包裹氨基脲，使之脱离蛋白质，排出体外；每天分两次，每只鸭每次供应无毒素无药物的膨化饲料。依次养殖10-15天。本发明排除鸭体内的毒素使之成为绿色美味食品。"
"11652881","鱼类视觉与温度响应研究装置及方法","CN201410030766.4","本发明公开了一种鱼类视频与温度响应研究装置及方法。养鱼箱置于与养鱼箱外形一致的显示组合面内，养鱼箱的正上方垂直朝下设置左右两个摄像机和一个可调光源。在显示器上营造视频刺激图像并进行亮度控制，利用电阻丝加热和冷水降温控制温度。药物储存控制器控制加药。装置由包括系统控制微处理器、显示器控制电路、加温控制电路、致冷控制电路、加药控制电路、亮度控制电路的控制电路板控制。照度传感器、防水温度传感器传输数据，数据采集与分析服务器连接两个摄像机和控制电路板。在程序控制下，对建立在养鱼箱三维坐标系下的鱼三维图像坐标数据进行采集、分析研究。本发明对鱼类行为进行更有广度和深度的研究，对生命科学研究有重大意义。"
"11652956","一种获取牡蛎属间远缘杂种的方法","CN201410072688.4","本发明公开了一种获取牡蛎属间远缘杂种的方法。本发明首先采集不同属间亲本，之后，对鉴别好的每一个物种，做好标记，进行同步促熟。当亲本性腺成熟后，解剖精卵，严格隔离，进行属间杂交配对，得到两个亲本的自交组及杂交组子代。经过子代培育，即可获得可存活属间杂种。同时，采用分子及细胞学手段进行遗传鉴定，确定杂种类型。本发明首次尝试了牡蛎属间杂交，获得了存活的属间杂种，为牡蛎遗传分化、生殖隔离及其物种形成分析获得了难得稀缺材料，也为牡蛎的遗传育种开辟了一条新的道路。本发明具有操作简便、可行性强等优点。"
"11652979","一种适用于华南沿海香港牡蛎稚贝生态育成的方法","CN201410053280.2","本发明公开了一种适用于华南沿海香港牡蛎稚贝生态育成的方法。本发明通过土池选择、土池清理、土池肥水、稚贝投放、日常管理等环节，对3-9mm稚贝经过60-90天生态育成，可以高效率的培育出大量香港牡蛎幼贝（中蚝），即大规格商品苗。本发明在环境可控的中低盐生态土池中进行，改变了以往蚝民采苗、育成、收获均在海上作业的习惯；显著降低了华南沿海台风、暴雨等自然灾害对海上养殖的经济损失；有效的提高稚贝存活率80-120%，加快稚贝生长速度15-30%，增加幼贝产量100-300%，为其养殖提供了充足的幼贝来源，也为香港牡蛎的养殖产业发展提供了一套新的思路。本发明具有操作简便、实用性强、易于推广等优点。"
"11653816","一种抑郁症动物模型的构建方法","CN201110220860.2","本发明提供了一种抑郁症动物模型的构建方法，创建了大小鼠束缚制动高脂饮食抑郁模型。通过模拟临床抑郁症病因病状的抑郁模型，给予老鼠高脂饮食，并每天采用束缚筒束缚4h以上，来模拟临床抑郁患者多食高脂高能量的食物以及缺少运动的状态，造模21天以上，通过测定糖水消耗及进行敞箱、自主活动、悬尾试验、强迫游泳等行为学试验，以及测定脑内单胺递质含量，证明了该方法成功地建立了抑郁症模型，为抗抑郁中药的筛选提供了研究基础。"
"11655576","一种水产运输中的配送系统","CN201210483753.3","本发明公开一种水产运输中的配送系统，输气管上设置有气压表和压力调节阀，氧气瓶与输气管连接，输气管与主气管连接，主气管上设置有多个连接头，分叉管包括主管和多根分气管，分叉管的主管与连接头连接，主管和分气管连接，分气管上连接有纳米供气管，纳米供气管与分气管通过锁扣固定连接，纳米供气管放置在活鱼包装箱内，纳米供气管上设置有微孔，微孔的布置密度为1000-1500个/米，微孔的直径为0.02-0.045nm；主管的直径为8-20mm，分气管的直径为2-5mm。与现有技术相比，本发明提供的水产运输中的配送系统，既能够延长氧气源的使用时间，又能够保证鱼不会缺氧，中途可以无需换水和充氧气，减小了气源被污染的风险。"
"11655738","一种适用于河口地区低盐度池塘的海鲈养殖方法","CN201210585539.9","本发明提供一种适用于河口地区低盐度池塘的海鲈养殖方法，该海鲈养殖的方法将养殖盐度淡化到6‰，通过淡化、饵料转化，完成生物饵料向海水鱼配合饲料的转化，健康的海鲈苗种放养于室外池塘进行养殖，通过人工转料，筛分苗种大小分区养殖，且混养不同鱼种的养殖方法，养殖成活率高达80％以上，每亩养殖池塘海鲈产量可高大5000kg，可显著提高海鲈的养殖效率，对我国滩涂鱼养殖产业的集约化发展具有重要意义；又因为在河口地区养殖海鲈，河水有一定的盐度，不同于完全的淡水养殖，将海鲈转移入河口地区的低盐度池塘养殖，长成的海鲈口感风味更佳独特、鲜嫩可口。"
"11655828","一种鱼类受精卵脱粘、清洗设备","CN201310004302.1","本发明涉及一种鱼类受精卵脱粘、清洗设备，其特征在于：包括脱粘清洗筒，脱粘清洗筒的下部呈锥形，中心设有旋转搅拌装置，旋转搅拌装置由其上方固定设置的电机驱动，脱粘清洗筒下端开口并通过四通连接管分别与出料管、清水进水管、脱粘液进液管连通；还包括溢流环槽，溢流环槽固定在脱粘清洗筒外侧壁的上部，溢环流槽下部设有脱粘废水口，脱粘废水从脱粘清洗筒溢出，进入溢流环槽，并能够从脱粘废水口排出；还包括与清水水源连通的喷淋环管，喷淋环管设于脱粘清洗筒上方，其上设有喷淋孔，喷淋孔对准脱粘清洗筒的上端口；脱粘清洗筒上方还设有筛网环，筛网环将脱粘清洗筒的上端与溢流环槽隔开。"
"11656311","自动喂料系统","CN201310116131.1","本发明公开了自动喂料系统，包括储料框、若干送料管道、若干下料装置、若干饲料槽、若干转角连接装置、电动机、控制装置、送料装置、输送链条和若干输送链板。本发明转角链接内有一个传动轮，带动料线的转角输送，经久耐用，大大延长了使用寿命，并能够使喂料机在整体喂料的情况下，自动控制饲料供给量，避免了饲料浪费严重的现象，保证饲料不受二次污染，有效的减少妊娠母猪的应激反应，提高生产效率，降低劳动成本。"
"11656501","封闭式恒温多层水循环龟鳖养殖系统","CN201310089786.4","本发明公开了一种封闭式恒温多层水循环龟鳖养殖系统，包括多层龟鳖养殖池装置，养殖水环境调节装置，室内空气环境调节装置，养殖系统运行控制装置，所述多层龟鳖养殖池装置包括多个龟鳖养殖池，循环水回水管，循环水出水支管，循环水出水主管，初级固液沉淀装置，排污阀，排污放空管；养殖水环境调节装置包括固液分离器，排污阀，消毒器，蛋白分离器，生物过滤器或池，循环泵，水增温装置；室内空气环境调节装置包括空气加热装置，空气增氧装置，保温建筑。本发明能够实现对龟鳖养殖环境全面综合的控制，节约用地，节约用水，节约能源，建立适宜龟鳖快速生长的最优生态环境，确保龟鳖养殖不用药物，符合健康、安全的食品卫生要求。"
